"REF_JUDGE_ID","JUDGE_TYPE","CREST_JUDGE_ID","TITLE","FIRST_NAME","MIDDLE_NAME","SURNAME","FULL_LIST_TITLE1","FULL_LIST_TITLE2","FULL_LIST_TITLE3","STATS_CODE","INITIALS","HONOURS","JUD_VERS","OBS_IND","SOURCE_TABLE","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","COURT_ID"
36842,"R",265,"MS","JEANETTE","DIANE","CARPENTER","Before Judge : CARPENTER","","","48090","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36843,"R",406,"MRS","MILDRED","RENEE","COLEMAN","Before Judge : COLEMAN","","","48430","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36844,"CJ",416,"MR","AARON","JESSE","WEAVER","Before Judge : WEAVER","","","35370","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36845,"R",421,"MS","ROSA","HEATHER","BAILEY","Before Judge : BAILEY","","","","","Q C","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36846,"AR",516,"MS","GRACE","IDA","REID","Before Judge : REID","","","60489","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36847,"HJ",527,"MISS","STEPHANIE","NORMA","MEYER","Before Judge : MEYER","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36848,"R",538,"MR","VINCENT","JUSTIN","FREEMAN","Before Judge : FREEMAN","","","40165","","OBE","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36849,"CJ",545,"MRS","SHEILA","GEORGIA","DIXON","Before Judge : DIXON","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36850,"CJ",551,"MRS","DELORES","COLLEEN","WAGNER","Before Judge : WAGNER","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36851,"R",680,"MRS","TINA","SHEILA","FRAZIER","Before Judge : FRAZIER","","","","","QC","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36852,"DJ",684,"MR","BERNARD","DANNY","KING","Before Judge : KING","","","50032","","","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36853,"HJ",812,"HHJ","DAVID","ROBERT","CRAMPTON-WALLOPSON","","","","","","QC","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36854,"HJ",813,"THE DOWNRIGHT DIS-HON","D'ARCY","FORTESCUE","BRIBE-EASY20080612","The Downright Dishonourable D'Arcy Fortescue Bribe-Easy, QC","","","","DF","QC","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36855,"HJ",814,"A LONG JUDGE NAME PREFIX-","A-VERY-LONG-FIRST-NAME-FOR-A-JUDGE-","A-VERY-LONG-MIDDLE-NAME-FOR-A-JUDGE","CRAMPTON-WALLOPSON JR","","","","","","QC","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36856,"CJ",815,"","","","S","","","","","","","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36857,"DH",816,"A LONG JUDGE NAME PREFIX","A-VERY-LONG-FIRSTNAME-FOR-A-JUDGE","","THIS-IS-A-VERY-LONG-SURNAME-FOR-A-%","","","","","","HORACE JAMES THOMAS DUNCAN KA","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36858,"DJ",817,"HHJ","DAVID","ROBERT","WILLIAMS-WALLOPSON","","","","","","QC","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36859,"HJ",818,"MR","","","BOBO","hjkl    2222","","","","","","","Y","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36860,"HJ",822,"","","","DICK","","","","","","","","N","",21-JUN-12 18:18:37,19-APR-12 15:50:47,"Mercator","Mercator",274,12
36861,"R",825,"MR","BEN","","DOVER","","","","40909","","","","Y","",27-MAR-15 10:27:52,26-APR-12 18:01:53,"Mercator","Mercator",11,81
36546,"AR",440,"MISS","SALLY","EDNA","HILL","Before Judge : HILL","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36547,"DJ",441,"MR","RAY","FERNANDO","REID","Before Judge : REID","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36548,"DJ",442,"MR","LEON","BARRY","HAMILTON","Before Judge : HAMILTON","","","50069","","QC","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36549,"CJ",443,"DR","JAVIER","TERRY","DAVIS","Before Judge : DAVIS","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36550,"CJ",444,"MR","RAY","EDWARD","COOK","Before Judge : COOK","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36551,"CJ",445,"MR","TRAVIS","NATHANIEL","WILSON","Before Judge : WILSON","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36552,"CJ",446,"PROFESSOR","MARC","GUY","MILLER","Before Judge : MILLER","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36553,"CJ",447,"MR","ANGEL","BRANDON","COLE","Before Judge : COLE","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36554,"CJ",448,"MR","MAURICE","PEDRO","WELLS","Before Judge : WELLS","","","39340","","QC","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36555,"CJ",449,"MR","BRETT","NEIL","RAMOS","Before Judge : RAMOS","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36556,"CJ",451,"MS","MELINDA","WANDA","HAYES","Before Judge : HAYES","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36557,"R",452,"MR","TED","MAURICE","WEAVER","Before Judge : WEAVER","","","41130","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36558,"R",453,"MR","CORY","GEORGE","GARDNER","Before Judge : GARDNER","","","40082","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36559,"CJ",454,"BARONESS","DANA","DEBRA","SILVA","Before Judge : SILVA","","","35450","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36560,"CJ",455,"MR","RAFAEL","JASON","RUIZ","Before Judge : RUIZ","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36561,"DH",457,"MR","DANIEL","JEROME","RIVERA","Before Judge : RIVERA","","","","","QC","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36562,"AR",458,"MS","NELLIE","KATIE","PETERSON","Before Judge : PETERSON","","","60314","","Q.C.","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36563,"DJ",460,"MRS","JUNE","MARTHA","MYERS","Before Judge : MYERS","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36564,"CJ",461,"MS","TARA","DIANE","FERNANDEZ","Before Judge : FERNANDEZ","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36565,"CJ",462,"MRS","BEVERLY","SYLVIA","ROSS","Before Judge : ROSS","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36566,"R",463,"MR","KEITH","MITCHELL","BERRY","Before Judge : BERRY","","","40168","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36567,"AR",464,"MS","BEATRICE","AGNES","MORRISON","Before Judge : MORRISON","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36568,"CJ",465,"MR","ERIC","LEO","OWENS","Before Judge : OWENS","","","","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36569,"R",466,"DR","BRANDON","JIMMY","OLSON","Before Judge : OLSON","","","44510","","MRS","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36570,"AR",467,"MS","DENISE","HOLLY","OWENS","Before Judge : OWENS","","","60455","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36571,"CJ",468,"MR","KYLE","ALBERT","KELLEY","Before Judge : KELLEY","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36572,"AR",469,"DR","JOE","ERIC","DUNN","Before Judge : DUNN","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36573,"AR",470,"MR","JAMIE","VERNON","BURNS","Before Judge : BURNS","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36574,"CJ",471,"MRS","LESLIE","SHEILA","RILEY","Before Judge : RILEY","","","","","HIS HONOUR JUDGE","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36575,"R",472,"MS","CAROL","ALLISON","PALMER","Before Judge : PALMER","","","46520","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36576,"HJ",473,"MRS","JOYCE","STACY","SANCHEZ","Before Judge : SANCHEZ","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36577,"R",474,"MR","BEN","JOSE","HENRY","Before Judge : HENRY","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36578,"R",475,"MRS","GLADYS","RUBY","JAMES","Before Judge : JAMES","","","41870","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36579,"CJ",476,"MISS","SHIRLEY","DELORES","RUIZ","Before Judge : RUIZ","","","34580","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36580,"CJ",477,"MS","LUCY","LILLIE","RIVERA","Before Judge : RIVERA","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36581,"CJ",478,"BARONESS","RENEE","ELSIE","BURKE","Before Judge : BURKE","","","","","HHJ","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36582,"DJ",479,"MR","NATHANIEL","JIMMY","NELSON","Before Judge : NELSON","","","50050","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36583,"CJ",480,"LADY","IRMA","ANNIE","SCOTT","Before Judge : SCOTT","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36584,"AR",481,"MRS","JOAN","MELISSA","GREEN","Before Judge : GREEN","","","60452","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36585,"R",482,"MISS","EILEEN","CAROLYN","MCDONALD","Before Judge : MCDONALD","","","","","QC","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36586,"CJ",483,"DR","ADAM","ROBERTO","PRICE","Before Judge : PRICE","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36587,"CJ",486,"MS","KRISTEN","MAUREEN","REID","Before Judge : REID","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36588,"CJ",487,"MR","MARK","CURTIS","BURNS","Before Judge : BURNS","","","","","QC","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36589,"R",489,"MRS","JOYCE","JAMIE","TURNER","Before Judge : TURNER","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36590,"DJ",490,"MRS","CARMEN","CHARLENE","LEWIS","Before Judge : LEWIS","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36591,"CJ",491,"MR","KEVIN","CARLOS","MORRISON","Before Judge : MORRISON","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36592,"R",492,"MRS","SHIRLEY","YVONNE","BAILEY","Before Judge : BAILEY","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36593,"R",494,"MS","JUNE","NELLIE","RAMOS","Before Judge : RAMOS","","","40396","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36594,"CJ",495,"MR","BRIAN","TONY","GOMEZ","Before Judge : GOMEZ","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36595,"R",496,"MRS","JESSICA","JILL","RODRIGUEZ","Before Judge : RODRIGUEZ","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36596,"R",498,"MR","DARRELL","DARRYL","STONE","Before Judge : STONE","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36597,"AR",500,"MRS","VIOLA","JAMIE","LEWIS","Before Judge : LEWIS","","","60104","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36598,"CJ",502,"MS","WILMA","PATRICIA","TURNER","Before Judge : TURNER","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36599,"R",504,"LORD","MICHAEL","BILLY","KING","Before Judge : KING","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36600,"R",505,"SIR","BRYAN","GENE","RILEY","Before Judge : RILEY","","","40785","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36601,"R",506,"MR","GLENN","HERMAN","SILVA","Before Judge : SILVA","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36602,"R",507,"MRS","HOLLY","","PRICE","Before Judge : PRICE","","","40950","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36603,"CJ",508,"MS","TRACY","MAUREEN","HENRY","Before Judge : HENRY","","","30208","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36604,"CJ",509,"MS","ANITA","LESLIE","BUTLER","Before Judge : BUTLER","","","30032","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36605,"CJ",511,"MISS","LORETTA","PAULINE","DIXON","Before Judge : DIXON","","","30201","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36606,"R",514,"DR","RAYMOND","JESUS","WILLIAMSON","Before Judge : WILLIAMSON","","","40101","","Q.C.","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36607,"AR",515,"MR","MANUEL","ARNOLD","MURRAY","Before Judge : MURRAY","","","60422","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36608,"R",517,"MR","GLEN","FRANKLIN","DUNN","Before Judge : DUNN","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36609,"R",518,"MR","FERNANDO","TROY","LOPEZ","Before Judge : LOPEZ","","","41470","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36610,"R",520,"MS","PHYLLIS","TAMARA","BOYD","Before Judge : BOYD","","","40371","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36611,"R",521,"MR","TYRONE","BRUCE","GILBERT","Before Judge : GILBERT","","","40093","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36612,"R",522,"MS","MARIE","DANA","LONG","Before Judge : LONG","","","40809","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36613,"CJ",523,"MR","JEREMY","NATHAN","GONZALEZ","Before Judge : GONZALEZ","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36614,"R",524,"MRS","KIM","STACEY","WOOD","Before Judge : WOOD","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36615,"HJ",525,"MISS","MARJORIE","JENNIFER","LAWRENCE","Before Judge : LAWRENCE","","","10004","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36616,"CJ",528,"MS","MARIA","RHONDA","JOHNSON","Before Judge : JOHNSON","","","39460","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36617,"R",529,"MRS","MARJORIE","TAMARA","CAMPBELL","Before Judge : CAMPBELL","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36618,"R",531,"MS","CARMEN","CONSTANCE","TORRES","Before Judge : TORRES","","","40220","","QC","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36619,"R",532,"MS","LILLIAN","DOROTHY","GUTIERREZ","Before Judge : GUTIERREZ","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36620,"R",533,"MR","PATRICK","DENNIS","FRAZIER","Before Judge : FRAZIER","","","","","QC","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36621,"AR",534,"MRS","GRACE","MICHELE","COLE","Before Judge : COLE","","","60252","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36622,"AR",535,"MISS","LAURIE","TANYA","JONES","Before Judge : JONES","","","60415","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36623,"R",536,"MRS","PAULINE","ELSIE","DIAZ","Before Judge : DIAZ","","","49290","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36624,"CJ",539,"MR","HUGH","EDGAR","JOHNSTON","Before Judge : JOHNSTON","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36625,"AR",541,"MRS","HEIDI","PAMELA","MILLS","Before Judge : MILLS","","","60398","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36626,"AR",542,"LADY","LOIS","LUCY","MORGAN","Before Judge : MORGAN","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36627,"CJ",543,"MISS","CLAUDIA","BEVERLY","HARRIS","Before Judge : HARRIS","","","35480","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36628,"AR",544,"MR","ANTONIO","RAUL","LEE","Before Judge : LEE","","","60245","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36629,"CJ",546,"MS","STACY","MICHELE","STONE","Before Judge : STONE","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36630,"R",547,"MR","ANTHONY","LEROY","COX","Before Judge : COX","","","40510","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36631,"R",548,"MS","JANICE","KIMBERLY","BURKE","Before Judge : BURKE","","","43500","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36632,"CJ",549,"MR","ALAN","DEAN","HUNT","Before Judge : HUNT","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36633,"CJ",550,"MR","JON","FRANKLIN","FULLER","Before Judge : FULLER","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36634,"CJ",552,"MRS","WILLIE","WILLIE","SIMMONS","Before Judge : SIMMONS","","","","","HHJ","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36635,"CJ",553,"MR","JOSHUA","LEON","CLARK","Before Judge : CLARK","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36636,"R",554,"DR","ADRIAN","ANDRE","MONTGOMERY","Before Judge : MONTGOMERY","","","40289","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36637,"D",555,"BARONESS","ROSEMARY","SHARON","FULLER","Before Judge : FULLER","","","","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36638,"R",556,"MS","JILL","JANE","STONE","Before Judge : STONE","","","","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36639,"R",557,"MRS","AMBER","KATIE","CARPENTER","Before Judge : CARPENTER","","","42990","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36640,"CJ",558,"MS","JACQUELINE","ELLA","SMITH","Before Judge : SMITH","","","","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36641,"CJ",559,"MS","MELANIE","HEIDI","DAVIS","Before Judge : DAVIS","","","30069","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36642,"CJ",560,"MR","BRENT","DANNY","JENKINS","Before Judge : JENKINS","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36643,"CJ",561,"MS","ALICE","ELSIE","YOUNG","Before Judge : YOUNG","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36644,"R",562,"MRS","JOANN","ANGELA","NGUYEN","Before Judge : NGUYEN","","","","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36645,"AR",564,"MR","KENNETH","FERNANDO","LEWIS","Before Judge : LEWIS","","","60525","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36646,"R",565,"MISS","VIVIAN","MATTIE","OLSON","Before Judge : OLSON","","","48150","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36647,"AR",566,"MS","MARJORIE","MARY","GARZA","Before Judge : GARZA","","","60271","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36648,"R",567,"MR","EARL","CHAD","HAYES","Before Judge : HAYES","","","40392","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36649,"AR",568,"MS","MARTHA","RITA","REYNOLDS","Before Judge : REYNOLDS","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36650,"CJ",569,"MRS","YVONNE","TIFFANY","HENDERSON","Before Judge : HENDERSON","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36651,"R",570,"MISS","DIANA","EILEEN","WHEELER","Before Judge : WHEELER","","","40243","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36652,"HJ",572,"MS","JANICE","DEBRA","WAGNER","Before Judge : WAGNER","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36653,"R",574,"DR","ROGER","SHANE","BENNETT","Before Judge : BENNETT","","","","","RECORDER","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36654,"R",575,"MISS","BEATRICE","COLLEEN","WATKINS","Before Judge : WATKINS","","","40534","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36655,"AR",576,"MS","CONNIE","SARAH","ROBERTS","Before Judge : ROBERTS","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36656,"HJ",577,"MRS","JUDITH","TERRI","GARRETT","Before Judge : GARRETT","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36657,"R",578,"MRS","GLORIA","CONSTANCE","REID","Before Judge : REID","","","","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36658,"HJ",579,"MS","ASHLEY","JUDY","WILSON","Before Judge : WILSON","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36659,"R",580,"MISS","MARCIA","MICHELLE","COOK","Before Judge : COOK","","","49310","","QC","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36660,"AR",581,"MR","BILLY","KARL","PORTER","Before Judge : PORTER","","","60397","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36661,"R",582,"MISS","MELINDA","SARA","WOODS","Before Judge : WOODS","","","40255","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36662,"AR",583,"MRS","THERESA","THELMA","HARRISON","Before Judge : HARRISON","","","","","ASSISTANT RECORDER","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36663,"R",584,"DR","JOSE","RAUL","LAWRENCE","Before Judge : LAWRENCE","","","40064","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36664,"CJ",585,"MS","ROSEMARY","IRMA","JAMES","Before Judge : JAMES","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36665,"CJ",586,"MR","ALEX","BRUCE","OLSON","Before Judge : OLSON","","","","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36666,"CJ",587,"MR","TYRONE","GARY","FOWLER","Before Judge : FOWLER","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36667,"CJ",588,"MR","MICHAEL","VICTOR","RYAN","Before Judge : RYAN","","","","","","","Y","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
36668,"R",589,"MISS","JILL","PAULINE","LANE","Before Judge : LANE","","","48710","","","","N","",21-JUN-12 18:18:36,19-APR-12 15:50:46,"Mercator","Mercator",274,12
